userId,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Jurassic Park (1993),Schindler's List (1993),American Beauty (1999),Terminator 2: Judgment Day (1991),Fight Club (1999),Toy Story (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode V - The Empire Strikes Back (1980),favourite_genre
559,4.0,5.0,3.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
563,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
565,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
567,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,2.5,2.0,Film-Noir
569,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
579,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
581,4.5,5.0,0.0,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,Animation
583,4.0,0.0,4.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
587,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,Film-Noir
589,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
591,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Animation
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
605,3.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,Animation
609,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
425,5.0,5.0,4.0,3.5,4.0,3.0,4.0,3.5,4.0,3.0,3.5,4.5,0.0,4.0,3.0,Film-Noir
447,4.0,5.0,5.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Animation
453,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,4.0,Film-Noir
455,5.0,5.0,0.0,0.0,5.0,0.0,4.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
457,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,Animation
461,5.0,4.5,0.0,0.5,4.0,0.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Drama
469,0.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,4.0,5.0,Film-Noir
477,5.0,5.0,4.5,4.0,5.0,4.5,0.0,4.0,4.5,4.5,5.0,0.0,4.0,4.0,5.0,Film-Noir
483,5.0,5.0,5.0,4.5,0.0,4.5,4.0,4.0,5.0,4.0,4.0,4.5,4.0,4.0,4.5,Film-Noir
489,4.0,0.0,4.0,4.0,4.0,0.0,4.5,3.5,0.0,4.0,3.5,4.5,0.0,4.0,0.0,Film-Noir
503,4.0,4.0,5.0,4.5,3.5,0.0,0.0,3.5,4.0,4.0,0.0,3.5,0.0,0.0,0.0,Animation
507,4.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
517,3.5,4.0,0.0,2.5,3.0,3.5,1.5,1.0,3.5,1.0,0.0,0.0,4.0,0.0,0.0,Film-Noir
525,4.0,4.5,0.0,4.0,3.5,4.0,0.0,4.0,4.0,4.0,0.0,3.5,4.0,4.0,4.5,Film-Noir
527,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,Film-Noir
531,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Musical
541,5.0,4.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
559,4.0,5.0,3.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
567,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,2.5,2.0,Film-Noir
569,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
579,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
605,3.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,Animation
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
609,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
455,5.0,5.0,0.0,0.0,5.0,0.0,4.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
461,5.0,4.5,0.0,0.5,4.0,0.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Drama
463,4.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
465,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,Film-Noir
467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
469,0.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,4.0,5.0,Film-Noir
471,3.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.0,5.0,0.0,0.0,Animation
477,5.0,5.0,4.5,4.0,5.0,4.5,0.0,4.0,4.5,4.5,5.0,0.0,4.0,4.0,5.0,Film-Noir
483,5.0,5.0,5.0,4.5,0.0,4.5,4.0,4.0,5.0,4.0,4.0,4.5,4.0,4.0,4.5,Film-Noir
495,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,Film-Noir
503,4.0,4.0,5.0,4.5,3.5,0.0,0.0,3.5,4.0,4.0,0.0,3.5,0.0,0.0,0.0,Animation
511,4.5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,Animation
515,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Animation
517,3.5,4.0,0.0,2.5,3.0,3.5,1.5,1.0,3.5,1.0,0.0,0.0,4.0,0.0,0.0,Film-Noir
523,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,Animation
525,4.0,4.5,0.0,4.0,3.5,4.0,0.0,4.0,4.0,4.0,0.0,3.5,4.0,4.0,4.5,Film-Noir
527,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,Film-Noir
537,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Drama
539,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Animation
549,0.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,4.5,2.0,Children
557,0.0,4.5,0.0,4.5,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5,3.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
565,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
579,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
581,4.5,5.0,0.0,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,Animation
589,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
601,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,Animation
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
485,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
487,0.0,3.0,0.0,3.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.5,0.0,Animation
489,4.0,0.0,4.0,4.0,4.0,0.0,4.5,3.5,0.0,4.0,3.5,4.5,0.0,4.0,0.0,Film-Noir
497,0.0,3.0,0.0,2.5,4.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,Animation
503,4.0,4.0,5.0,4.5,3.5,0.0,0.0,3.5,4.0,4.0,0.0,3.5,0.0,0.0,0.0,Animation
505,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Animation
507,4.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
513,0.0,5.0,4.5,0.0,4.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Animation
517,3.5,4.0,0.0,2.5,3.0,3.5,1.5,1.0,3.5,1.0,0.0,0.0,4.0,0.0,0.0,Film-Noir
525,4.0,4.5,0.0,4.0,3.5,4.0,0.0,4.0,4.0,4.0,0.0,3.5,4.0,4.0,4.5,Film-Noir
527,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,Film-Noir
531,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Musical
541,5.0,4.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
551,4.5,4.0,3.5,4.0,4.5,3.5,3.5,0.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,Film-Noir
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
583,4.0,0.0,4.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
589,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
509,0.0,0.0,3.5,3.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,Film-Noir
525,4.0,4.5,0.0,4.0,3.5,4.0,0.0,4.0,4.0,4.0,0.0,3.5,4.0,4.0,4.5,Film-Noir
527,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,Film-Noir
549,0.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,4.5,2.0,Children
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
557,0.0,4.5,0.0,4.5,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5,3.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
567,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,2.5,2.0,Film-Noir
571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Film-Noir
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
525,4.0,4.5,0.0,4.0,3.5,4.0,0.0,4.0,4.0,4.0,0.0,3.5,4.0,4.0,4.5,Film-Noir
527,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,Film-Noir
531,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Musical
549,0.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,4.5,2.0,Children
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
557,0.0,4.5,0.0,4.5,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5,3.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
567,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,2.5,2.0,Film-Noir
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
601,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,Animation
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
543,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,Animation
549,0.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,4.5,2.0,Children
551,4.5,4.0,3.5,4.0,4.5,3.5,3.5,0.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,Film-Noir
553,0.0,0.0,5.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,Film-Noir
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
557,0.0,4.5,0.0,4.5,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5,3.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
575,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
579,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
581,4.5,5.0,0.0,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,Animation
587,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,Film-Noir
591,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Animation
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
601,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,Animation
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
585,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0,0.0,Film-Noir
587,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,Film-Noir
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
581,4.5,5.0,0.0,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,Animation
585,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0,0.0,Film-Noir
591,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Animation
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
601,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,Animation
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
581,4.5,5.0,0.0,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,Animation
589,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
601,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,Animation
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
609,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
605,3.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,Animation
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
609,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
