userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,titles
324,4,3,0,0,3.090909091,3.4,0,3.166666667,3,0,0,0,4,0,3.25,3.5,3,0,2,"['Fargo (1996)', 'Legend of Drunken Master, The (Jui kuen II) (1994)', 'Godfather, The (1972)', 'Godzilla 2000 (Gojira ni-sen mireniamu) (1999)', 'Nurse Betty (2000)', 'Almost Famous (2000)', 'Dancer in the Dark (2000)', 'Girlfight (2000)', 'Bamboozled (2000)', 'Meet the Parents (2000)']"
325,3.137254902,3.34,3.333333333,3.5,3.336448598,3.763636364,2,3.830645161,3.5,4.444444444,3.653846154,0,3.363636364,3.620689655,3.230769231,3.538461538,3.455555556,3.625,3.5,"['Taxi Driver (1976)', 'Safe (1995)', 'Smoke (1995)', 'Ed Wood (1994)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Blade Runner (1982)', 'Silence of the Lambs, The (1991)', 'Godfather, The (1972)', 'Rear Window (1954)']"
326,4.1,4.14,0,0,3.777777778,4.1875,4.5,4.090163934,3.357142857,3,3.625,3.5,5,3.382352941,4.111111111,4.142857143,4.009433962,4.354166667,4.5,"['Braveheart (1995)', 'Forrest Gump (1994)', 'Seven Years in Tibet (1997)', 'Life Is Beautiful (La Vita è bella) (1997)', 'Gladiator (2000)', 'Bourne Identity, The (2002)', 'Pianist, The (2002)', 'City of God (Cidade de Deus) (2002)', 'Kill Bill: Vol. 1 (2003)', 'Bourne Supremacy, The (2004)']"
327,3.142857143,3.214285714,3.125,3.8,4.232142857,3.714285714,0,4.233333333,3,0,3.9,4,2,4,4.6875,4.25,3.6,5,5,"['Happy Gilmore (1996)', 'Dumb & Dumber (Dumb and Dumber) (1994)', 'Forrest Gump (1994)', ""It's a Wonderful Life (1946)"", 'Butch Cassidy and the Sundance Kid (1969)', ""There's Something About Mary (1998)"", 'American Pie (1999)', 'High Fidelity (2000)', 'Loser (2000)', 'Road Trip (2000)']"
328,3.10625,3.244565217,3.166666667,3.341666667,3.265306122,3.212765957,3,3.224137931,3.5,2,3.416666667,2.84,3.178571429,2.861111111,2.985714286,3.063829787,3.01,3.375,2.642857143,"['Toy Story (1995)', 'Babe (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', ""Schindler's List (1993)"", 'Fargo (1996)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Godfather, The (1972)', ""It's a Wonderful Life (1946)""]"
329,1.25,2.5,0,0,3.111111111,2.25,0,3.458333333,2.75,3,3.5,0,5,2.666666667,0,0.5,2.928571429,3,2,"['Seventh Seal, The (Sjunde inseglet, Det) (1957)', 'Shining, The (1980)', 'Being There (1979)', 'Fear and Loathing in Las Vegas (1998)', 'Phantom of the Paradise (1974)', 'Villain (1971)', 'Trainspotting (1996)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Terms of Endearment (1983)', 'Too Late for Tears (1949)']"
330,3.506578947,3.677966102,3.964285714,3.791666667,3.651041667,3.75,0,3.833333333,3.716216216,0,4.157894737,3.625,3.964285714,3.85,3.65,3.406779661,3.5234375,3.961538462,4.125,"['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Usual Suspects, The (1995)', 'Postman, The (Postino, Il) (1994)', 'Natural Born Killers (1994)', 'Forrest Gump (1994)', 'Nightmare Before Christmas, The (1993)', 'Tombstone (1993)', 'True Romance (1993)', 'Silence of the Lambs, The (1991)', 'Willy Wonka & the Chocolate Factory (1971)']"
331,3.386363636,3.370689655,3.25,3.125,3.614035088,3.987804878,2.5,4.0625,3.288461538,5,3.833333333,3.75,3.166666667,3.708333333,3.36,3.371428571,3.6875,3.666666667,5,"['Usual Suspects, The (1995)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Silence of the Lambs, The (1991)', 'Fargo (1996)', 'Godfather, The (1972)', 'Goodfellas (1990)', 'American Psycho (2000)', 'Best in Show (2000)', 'Pay It Forward (2000)']"
332,3.401785714,3.533333333,3.772727273,3.833333333,3.617647059,3.824074074,4,3.77734375,3.459459459,3.875,3.566666667,3.4,3.642857143,3.921052632,3.697368421,3.214285714,3.487341772,3.76,3.25,"['Blade Runner (1982)', 'Groundhog Day (1993)', 'Matrix, The (1999)', 'Memento (2000)', 'Moulin Rouge (2001)', 'Rashomon (Rashômon) (1950)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'Dances with Wolves (1990)', 'Silence of the Lambs, The (1991)']"
333,3.2,2.5,2,1.5,2.583333333,3,0,3.3,1,0,2,0,0,0,3.75,1.5,1.75,3,4,"[""One Flew Over the Cuckoo's Nest (1975)"", 'Bossa Nova (2000)', 'Gladiator (2000)', 'Loser (2000)', 'Shanghai Noon (2000)', ""Love's Labour's Lost (2000)"", ""What's Eating Gilbert Grape (1993)"", 'Patton (1970)', 'Up at the Villa (2000)', 'Small Time Crooks (2000)']"
334,3.427083333,3.525423729,3.7,3.636363636,3.530769231,3.46875,3.5,3.428571429,3.583333333,0,2.95,3.5,3.222222222,2.933333333,3.6,3.482758621,3.181818182,3.1,3.5,"['Shrek (2001)', 'Star Wars: Episode IV - A New Hope (1977)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'Lion King, The (1994)', 'Terminator 2: Judgment Day (1991)', 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Monty Python and the Holy Grail (1975)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Groundhog Day (1993)']"
335,4.3,4.666666667,0,0,3.166666667,3.928571429,0,3.833333333,0,0,3,0,0,5,3.75,4,4.4375,3.666666667,4.25,"['Usual Suspects, The (1995)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Terminator 2: Judgment Day (1991)', 'Batman (1989)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Matrix, The (1999)', 'Tommy Boy (1995)', 'True Lies (1994)', 'Independence Day (a.k.a. ID4) (1996)']"
336,4.263157895,4.1875,3.875,4.333333333,4.15,4.444444444,0,4.4,4,4,4.25,4,2.5,4.428571429,4.2,5,4.368421053,4.142857143,5,"['Usual Suspects, The (1995)', 'Desperado (1995)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Piano, The (1993)', 'Terminator 2: Judgment Day (1991)', 'Silence of the Lambs, The (1991)', 'As Good as It Gets (1997)', 'Life Is Beautiful (La Vita è bella) (1997)']"
337,4.52173913,4.357142857,4,4.2,3.772727273,4.153846154,0,4.228571429,4.4,0,4,0,4,4.5,4.428571429,4.5,4.357142857,4.333333333,4,"['Heat (1995)', 'Sudden Death (1995)', 'Powder (1995)', 'Now and Then (1995)', 'Dangerous Minds (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Bed of Roses (1996)', 'Screamers (1995)', 'Broken Arrow (1996)', 'Happy Gilmore (1996)']"
338,2.375,2.277777778,1.5,2,2.857142857,4.090909091,2,3.527777778,2.666666667,0,3.333333333,2.5,0,3.4,2.75,2.25,3.5,3.666666667,0,"['Shawshank Redemption, The (1994)', ""Schindler's List (1993)"", '12 Angry Men (1957)', 'Godfather: Part II, The (1974)', 'Black Mirror: White Christmas (2014)', 'Three Billboards Outside Ebbing, Missouri (2017)', 'Usual Suspects, The (1995)', 'Pulp Fiction (1994)', 'Godfather, The (1972)', 'Fight Club (1999)']"
339,3.75,3.744318182,3.970588235,3.736842105,3.943820225,4.295454545,4.2,4.231651376,3.367647059,4.5,4.160714286,3.337837838,3.166666667,4.19047619,4.180851064,3.971014493,4.222222222,4.26744186,4.166666667,"['Shallow Grave (1994)', ""Schindler's List (1993)"", 'Blade Runner (1982)', 'Silence of the Lambs, The (1991)', 'Fargo (1996)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', '2001: A Space Odyssey (1968)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Clockwork Orange, A (1971)']"
340,4.1875,4.454545455,4,4,3.75,4.125,0,4.25,4,0,4,4.5,4,4,3.5,4.375,4.2,4,5,"['Braveheart (1995)', 'Apollo 13 (1995)', 'Shawshank Redemption, The (1994)', 'Star Trek: Generations (1994)', 'Fugitive, The (1993)', 'Jurassic Park (1993)', 'Dances with Wolves (1990)', 'Batman (1989)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Trek: First Contact (1996)']"
341,3.75,3.882352941,4,3.75,3.723684211,4,0,3.909090909,3.875,0,4,4,3,5,3.6875,3.45,3.9,4,3.5,"['Toy Story (1995)', ""You Don't Mess with the Zohan (2008)"", 'Shutter Island (2010)', 'True Lies (1994)', 'Office Space (1999)', 'Miss Congeniality (2000)', 'Terminator 3: Rise of the Machines (2003)', 'Grown Ups (2010)', 'Blended (2014)', 'American Sniper (2014)']"
342,3.181818182,3,3,2.375,2.911764706,3.25,0,3.08,2.4,0,2.625,0,0,3,2.777777778,2.444444444,3.277777778,0,2,"['Clerks (1994)', 'I Am Sam (2001)', 'Rock, The (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Back to the Future (1985)', ""Bug's Life, A (1998)"", 'Instinct (1999)', 'American Pie (1999)', 'Double Jeopardy (1999)', 'Fight Club (1999)']"
343,3.766666667,3.866666667,3.5,4,3.846153846,4.119047619,4.333333333,4.15,3.75,4,3.625,0,0,4,3.857142857,3.888888889,4.25,5,5,"[""Schindler's List (1993)"", 'Goodfellas (1990)', 'Matrix, The (1999)', 'Fight Club (1999)', 'Memento (2000)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Grave of the Fireflies (Hotaru no haka) (1988)', 'Lord of the Rings: The Two Towers, The (2002)', 'City of God (Cidade de Deus) (2002)', 'Infernal Affairs (Mou gaan dou) (2002)']"
344,4.225806452,4.392857143,4.5,4.357142857,4.083333333,3.642857143,0,3.384615385,4.1875,1.5,1.6,3.928571429,4.5,2.9,3.964285714,4.134615385,3.447368421,3.875,4.75,"['Star Wars: Episode IV - A New Hope (1977)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'True Lies (1994)', 'Home Alone (1990)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Groundhog Day (1993)', 'Back to the Future (1985)', 'Back to the Future Part III (1990)', 'Enemy of the State (1998)']"
345,3.928571429,3.75,0,3,3.865384615,3.75,0,3.926470588,4.166666667,0,3.791666667,0,4,3.7,4.02173913,3.944444444,3.722222222,4.25,0,"[""'Til There Was You (1997)"", 'Emma (1996)', 'All About Eve (1950)', 'Affair to Remember, An (1957)', '12 Angry Men (1957)', 'Alien (1979)', 'Waking Ned Devine (a.k.a. Waking Ned) (1998)', 'All That Jazz (1979)', ""Adam's Rib (1949)"", ""'Salem's Lot (2004)""]"
346,3.357142857,3.333333333,4,0,3.402777778,3.641025641,4,3.731092437,3.55,3.833333333,3.854166667,0,3.5,3.75,3.767857143,3.25,3.677083333,3.9,3.5,"['Psycho (1960)', 'Seventh Seal, The (Sjunde inseglet, Det) (1957)', 'Last Tango in Paris (Ultimo tango a Parigi) (1972)', 'Three Colors: Red (Trois couleurs: Rouge) (1994)', 'Four Weddings and a Funeral (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rear Window (1954)', 'Casablanca (1942)', 'Apocalypse Now (1979)', 'Annie Hall (1977)']"
347,3.352941176,3.647058824,4.25,4,3.722222222,3,0,3.6,4,0,4,4,4,3.25,3.75,3.333333333,3.5,3.333333333,3,"['Toy Story (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'GoldenEye (1995)', 'American President, The (1995)', 'Ace Ventura: When Nature Calls (1995)', 'Babe (1995)', 'Clueless (1995)', 'Apollo 13 (1995)', 'Dumb & Dumber (Dumb and Dumber) (1994)', 'Interview with the Vampire: The Vampire Chronicles (1994)']"
348,4.5625,4.545454545,0,0,4.653846154,4.785714286,4,4.705882353,4.7,0,4.666666667,4.75,4.5,4.666666667,4.875,4.875,4.84375,4.642857143,4,"['Usual Suspects, The (1995)', 'Taxi Driver (1976)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', ""Schindler's List (1993)"", 'Blade Runner (1982)', 'Silence of the Lambs, The (1991)', 'Fargo (1996)', 'Godfather, The (1972)', 'Vertigo (1958)']"
349,3.9,3.428571429,3.666666667,3.8,3.692307692,4,0,3.75,3.25,0,4,3.5,3.666666667,0,3.818181818,3.5,3.785714286,4,3.5,"['Babe (1995)', 'Bridges of Madison County, The (1995)', 'Clear and Present Danger (1994)', 'Forrest Gump (1994)', 'Speed (1994)', 'Silence of the Lambs, The (1991)', 'Pretty Woman (1990)', 'GoldenEye (1995)', 'Bad Boys (1995)', 'Crimson Tide (1995)']"
350,3.4,3.4,3.333333333,3.25,3.166666667,3,0,3.125,3.166666667,0,3,0,3,3.5,3,3.777777778,3.3125,0,0,"['Star Trek: First Contact (1996)', 'Toy Story (1995)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Executive Decision (1996)', 'Mystery Science Theater 3000: The Movie (1996)', 'Arrival, The (1996)', 'Kingpin (1996)', 'Eraser (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)']"
351,3.596153846,3.576923077,3.5,3.166666667,3.483333333,3.957142857,0,3.815217391,3.409090909,4,3.295454545,3.5,4,3.578947368,3.706896552,3.59375,3.655172414,4,0,"['Dracula: Dead and Loving It (1995)', 'Requiem for a Dream (2000)', 'Departed, The (2006)', 'Incendies (2010)', 'Seven (a.k.a. Se7en) (1995)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'Silence of the Lambs, The (1991)', 'Trainspotting (1996)', 'Good Will Hunting (1997)']"
352,3.568965517,3.789772727,3.708333333,3.291666667,3.415384615,3.788461538,0,3.944444444,3.588888889,3,3.947368421,3.921052632,3.166666667,4.052631579,3.6,3.786516854,3.75,4.666666667,3.875,"['Seven (a.k.a. Se7en) (1995)', 'Usual Suspects, The (1995)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', ""Schindler's List (1993)"", 'Dances with Wolves (1990)', ""Monty Python's Life of Brian (1979)"", 'Reservoir Dogs (1992)', 'Alien (1979)']"
353,3.147058824,3.277777778,4,3.75,3.324324324,3.772727273,5,3.793103448,3.5,0,3.714285714,4,3.666666667,4,3.125,2.909090909,3.875,3.5,3.4,"['Toy Story (1995)', 'Copycat (1995)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Babe (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Rumble in the Bronx (Hont faan kui) (1995)', 'Crimson Tide (1995)', 'Die Hard: With a Vengeance (1995)', 'Nine Months (1995)', 'Clerks (1994)']"
354,3.689473684,3.5,3.111111111,3.5,3.597222222,3.965909091,3.666666667,3.833333333,3.642857143,4.5,3.75,2.95,3.5,3.886363636,3.857142857,3.666666667,3.747126437,3.666666667,3.666666667,"['Usual Suspects, The (1995)', 'From Dusk Till Dawn (1996)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)', 'Doors, The (1991)', 'Amadeus (1984)', 'Starship Troopers (1997)', 'Truman Show, The (1998)']"
355,4.111111111,3.9,3,3,3.571428571,4,0,3.666666667,3,0,0,0,5,5,4.142857143,4,4.333333333,3,4,"['American in Paris, An (1951)', 'Funny Face (1957)', 'To Catch a Thief (1955)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Total Recall (1990)', 'Stargate (1994)', 'Some Like It Hot (1959)', 'Sabrina (1954)', 'Roman Holiday (1953)']"
356,3.838461538,3.877358491,3.95,4.45,4.058659218,4.166666667,0,4.057823129,3.607142857,4.25,4.375,3.857142857,4.041666667,4.038461538,4.090277778,4.065789474,3.990196078,4,4.333333333,"['So I Married an Axe Murderer (1993)', 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Wallace & Gromit: A Close Shave (1995)', 'Casablanca (1942)', 'Bedknobs and Broomsticks (1971)', ""Monty Python's Life of Brian (1979)"", 'Reservoir Dogs (1992)', 'Wallace & Gromit: The Wrong Trousers (1993)', 'Apocalypse Now (1979)', 'Blues Brothers, The (1980)']"
357,3.884615385,3.948529412,4.015625,4,3.797619048,4,4.25,4.081005587,4.036363636,3.75,3.98,4.176470588,4.012195122,4.185185185,3.899038462,3.789473684,3.905172414,4.142857143,3.875,"['Toy Story (1995)', 'Sense and Sensibility (1995)', 'Usual Suspects, The (1995)', 'Dazed and Confused (1993)', ""Schindler's List (1993)"", 'Nightmare Before Christmas, The (1993)', 'Tombstone (1993)', 'Godfather, The (1972)', ""Singin' in the Rain (1952)"", 'Meet Me in St. Louis (1944)']"
358,2,2.916666667,4,4,2.96875,0.5,0.75,3.634615385,4,0,2.5,3.5,2.25,3.25,3.844827586,4,2.166666667,2.75,0,"['Titanic (1997)', 'Walk to Remember, A (2002)', 'Tristan & Isolde (2006)', 'Atonement (2007)', 'Notebook, The (2004)', 'Illusionist, The (2006)', '(500) Days of Summer (2009)', ""Time Traveler's Wife, The (2009)"", ""Breakfast at Tiffany's (1961)"", 'Shakespeare in Love (1998)']"
359,2.80952381,3.304347826,4.25,3.833333333,3.2,3.714285714,0,3.828947368,3.4375,0,2.75,3.5,2.666666667,3.625,3.710526316,2.944444444,3.295454545,4.75,3.166666667,"['Amadeus (1984)', 'Dead Poets Society (1989)', 'Life Is Beautiful (La Vita è bella) (1997)', 'Shrek (2001)', 'Beautiful Mind, A (2001)', 'Postman, The (Postino, Il) (1994)', ""Schindler's List (1993)"", 'Silence of the Lambs, The (1991)', 'Cinema Paradiso (Nuovo cinema Paradiso) (1989)', 'Good Will Hunting (1997)']"
360,3.25,0,0,1,2.833333333,4.166666667,0,3.461538462,5,5,2.5,0,0,4.142857143,2,1.75,3.411764706,5,0,"['Air Force One (1997)', 'Peacemaker, The (1997)', 'L.A. Confidential (1997)', 'Kiss the Girls (1997)', 'Game, The (1997)', 'Jackal, The (1997)', 'Midnight in the Garden of Good and Evil (1997)', 'Wag the Dog (1997)', 'Fallen (1998)', 'Scream (1996)']"
361,3.244680851,3.089285714,3,2.666666667,3.375,3.147058824,0,3.090909091,3.214285714,2,2.5,3.7,3,3.5,3.15625,2.821428571,3.206896552,3.214285714,0,"['Remember the Titans (2000)', 'Night at the Museum (2006)', ""Ocean's Eleven (2001)"", 'Old School (2003)', 'South Park: Bigger, Longer and Uncut (1999)', 'American Pie (1999)', 'World Is Not Enough, The (1999)', 'Rules of Engagement (2000)', 'Road Trip (2000)', 'Patriot, The (2000)']"
362,4.1875,4.25,4.1,4,4.066666667,4.311111111,0,4.336363636,4.454545455,4.333333333,4.285714286,3.833333333,4.333333333,4.166666667,4.142857143,4.210526316,4.229166667,4.416666667,4.875,"['Taxi Driver (1976)', 'Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Fargo (1996)', 'Godfather, The (1972)', '2001: A Space Odyssey (1968)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Clockwork Orange, A (1971)', 'Apocalypse Now (1979)']"
363,3.041666667,3,2,2,3.6,3.9,0,3.55,2.833333333,0,2.5,0,0,4,3.333333333,2.833333333,2.875,0,0,"['Pulp Fiction (1994)', 'Good Will Hunting (1997)', 'Guardians of the Galaxy 2 (2017)', 'Usual Suspects, The (1995)', 'Birdcage, The (1996)', 'Shawshank Redemption, The (1994)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Dead Poets Society (1989)', 'Austin Powers: International Man of Mystery (1997)', 'Full Monty, The (1997)']"
364,4.083333333,4.2,4,4.333333333,4.666666667,5,0,4.2,5,0,0,0,4,3.666666667,3.5,3.8,4.307692308,0,0,"['Toy Story (1995)', 'Broken Arrow (1996)', 'River Wild, The (1994)', 'Executive Decision (1996)', 'Primal Fear (1996)', 'Independence Day (a.k.a. ID4) (1996)', 'Ransom (1996)', 'Godfather, The (1972)', 'Willy Wonka & the Chocolate Factory (1971)', 'Birdcage, The (1996)']"
365,2.779569892,2.735714286,2.464285714,2.523809524,3.040540541,2.79787234,1.25,2.517857143,2.794117647,0,2.235294118,2.692307692,2.3,2,2.533333333,2.75,2.245098039,2.9,3.5,"['Good Will Hunting (1997)', 'Cast Away (2000)', 'Catch Me If You Can (2002)', 'Pineapple Express (2008)', 'Ted (2012)', 'The Interview (2014)', 'Ted 2 (2015)', 'The Night Before (2015)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)']"
366,3.863636364,3.9,3.75,4,3.4,4.1,0,4.192307692,4.375,3,0,4.142857143,0,4,3.5,3.642857143,3.909090909,4.25,0,"['Reservoir Dogs (1992)', 'Interstellar (2014)', 'Fight Club (1999)', 'Gladiator (2000)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Return of the King, The (2003)', 'Harry Potter and the Prisoner of Azkaban (2004)', 'Departed, The (2006)', 'Inglourious Basterds (2009)', 'The Imitation Game (2014)']"
367,3.913043478,4.034482759,3.857142857,4.259259259,3.735849057,4.181818182,0,4,4.047619048,4,4,4,3.909090909,4,3.807017544,4.2,4.133333333,4,3.8,"['Toy Story (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Roommates (1995)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'Mrs. Doubtfire (1993)', 'Silence of the Lambs, The (1991)', 'Godfather, The (1972)', ""Singin' in the Rain (1952)"", 'Casablanca (1942)']"
368,2.661417323,2.79047619,0,2.25,2.728395062,2.881818182,0,3.10106383,2.434782609,3.5,2.731707317,0,2.75,2.936170213,2.846153846,2.658823529,2.808695652,3.142857143,2.923076923,"['Pulp Fiction (1994)', ""Schindler's List (1993)"", 'Godfather, The (1972)', 'Platoon (1986)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Princess Bride, The (1987)', 'Aliens (1986)', 'Apocalypse Now (1979)', 'Chinatown (1974)', 'Jaws (1975)']"
369,3.256410256,3.222222222,3.75,3,3.476923077,3.625,3.25,3.529411765,3.222222222,0,4,3.5,3.083333333,3.772727273,3.384615385,3.333333333,3.5,3.333333333,3,"['Big Lebowski, The (1998)', 'Fear and Loathing in Las Vegas (1998)', 'Scanner Darkly, A (2006)', 'Return of the Pink Panther, The (1975)', 'Grosse Pointe Blank (1997)', 'Game, The (1997)', 'Matrix, The (1999)', 'Fight Club (1999)', 'American Psycho (2000)', 'Memento (2000)']"
370,3.4125,3.277777778,3.4,3.25,3.702702703,3.5,3.5,3.734375,3.464285714,3,3.8,3.083333333,0,3.777777778,3.666666667,3.111111111,3.574074074,3.5,0,"['Pulp Fiction (1994)', 'Usual Suspects, The (1995)', 'Clerks (1994)', 'Trainspotting (1996)', 'Chasing Amy (1997)', 'Sixth Sense, The (1999)', 'Fight Club (1999)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Two Towers, The (2002)']"
371,4.433333333,4.552631579,4.666666667,4.3,4.5,4.4,0,4.8,4.535714286,5,4.625,4.75,4.25,4.6,4.75,4.714285714,4.681818182,0,0,"['Ghost in the Shell (Kôkaku kidôtai) (1995)', '2001: A Space Odyssey (1968)', 'Brazil (1985)', 'Clockwork Orange, A (1971)', 'Shining, The (1980)', 'Akira (1988)', 'Dark City (1998)', 'What Dreams May Come (1998)', 'Rushmore (1998)', 'Matrix, The (1999)']"
372,3.672131148,3.431818182,2.5,2.761904762,3.202898551,3.511111111,3,3.333333333,3.166666667,2.5,3.5625,3.666666667,2.916666667,3.526315789,3.577777778,3.379310345,3.428571429,3.789473684,3.571428571,"['Heat (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Usual Suspects, The (1995)', 'Strange Days (1995)', 'Quiz Show (1994)', 'Stargate (1994)', 'Shawshank Redemption, The (1994)', 'Speed (1994)', 'True Lies (1994)', 'Fugitive, The (1993)']"
373,2.571428571,2.619047619,4.5,3.117647059,2.5625,3.555555556,0,3.813953488,3.153846154,0,4,3.5,5,3.625,3,2.692307692,3.433333333,3.6,3,"['Heat (1995)', 'Leaving Las Vegas (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Usual Suspects, The (1995)', 'Taxi Driver (1976)', 'Immortal Beloved (1994)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Like Water for Chocolate (Como agua para chocolate) (1992)', ""Mary Shelley's Frankenstein (Frankenstein) (1994)"", 'Pulp Fiction (1994)']"
374,3.6,3.533333333,3,3,4.25,3.5,0,3.8,3.75,0,4,3,3,5,3.75,3.666666667,3.8125,4.333333333,3,"['Braveheart (1995)', 'Pulp Fiction (1994)', 'True Lies (1994)', 'Army of Darkness (1993)', 'Omen, The (1976)', 'Star Trek: First Contact (1996)', 'Batman Forever (1995)', 'Crimson Tide (1995)', 'Dumb & Dumber (Dumb and Dumber) (1994)', 'Shawshank Redemption, The (1994)']"
375,3.541666667,4.0625,3.166666667,3.375,3.95,4.333333333,0,4.28125,3,0,5,3,3,4.75,3.555555556,3.25,3.6875,4.5,0,"['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Shawshank Redemption, The (1994)', 'Robin Hood: Prince of Thieves (1991)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Hamlet (1996)', 'Sixth Sense, The (1999)', 'Patriot Games (1992)', 'Gladiator (2000)', 'Memento (2000)', 'Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)']"
376,4.063380282,4.020408163,4.35,4.192307692,3.780487805,4.270833333,0,4.134146341,4.035714286,4,3.642857143,4.357142857,3.5,4.375,3.863636364,4.109756098,4.239583333,4.277777778,4.25,"['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Apollo 13 (1995)', 'Crimson Tide (1995)', 'Blade Runner (1982)', 'Terminator 2: Judgment Day (1991)', 'Mission: Impossible (1996)', 'Wallace & Gromit: A Close Shave (1995)', 'Wallace & Gromit: The Wrong Trousers (1993)', 'Alien (1979)', 'Grand Day Out with Wallace and Gromit, A (1989)']"
377,3.982758621,4.267857143,4.125,3.333333333,3.551020408,3.857142857,4,4.117021277,3.952380952,4,3.861111111,4.5,3.15,4.75,3.571428571,4.166666667,4,4.05,3.875,"['Apollo 13 (1995)', 'Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)', '2001: A Space Odyssey (1968)', '12 Angry Men (1957)', 'Apocalypse Now (1979)', 'Alien (1979)', 'Army of Darkness (1993)', 'Akira (1988)', '1984 (Nineteen Eighty-Four) (1984)', 'Airplane! (1980)']"
378,3.777777778,4.107142857,4.25,4.25,3.833333333,4.027777778,0,4,4.25,0,3.25,4.388888889,4.5,4.4,3.5,4.142857143,3.888888889,4,3,"['Prestige, The (2006)', 'Inception (2010)', 'Toy Story (1995)', 'Shawshank Redemption, The (1994)', 'Lion King, The (1994)', ""Schindler's List (1993)"", 'Silence of the Lambs, The (1991)', ""One Flew Over the Cuckoo's Nest (1975)"", 'American History X (1998)', 'Toy Story 2 (1999)']"
